#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-07-18T02:49:11 [V7.33.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-07-18T02:49:11	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-source=J/A+A/682/A149/models&-order=I&-out=logMgas&-out=Lstar&-out=gamma&-out=psi&-out=hc&-out=Rc&-out=inc&-out=L12COJ21&-out=R12COJ21&-out=L12COJ32&-out=R12COJ32&-out=L13COJ21&-out=R13COJ21&-out=L13COJ32&-out=R13COJ32&-out=LC18OJ21&-out=RC18OJ21&-out=LC18OJ32&-out=RC18OJ32&-out=LC17OJ21&-out=RC17OJ21&-out=LC17OJ32&-out=RC17OJ32&-out=L13C18OJ21&-out=R13C18OJ21&-out=L13C18OJ32&-out=R13C18OJ32&-out=L13C17OJ21&-out=R13C17OJ21&-out=L13C17OJ32&-out=R13C17OJ32&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.33.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36820149
#Name: J/A+A/682/A149
#Title: Herbig disks gas mass using CO isotopologues (Stapper+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/682/a149	    IVOID of underlying data collection
#INFO	creator=Stapper L.M.	    First author or institution
#INFO	cites=bibcode:2024A&A...682A.149S	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/682/A149	    Dataset landing page
#INFO	publication_date=2024-02-16	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_682_A149_models:
#Name: J/A+A/682/A149/models
#Title: The luminosities and radii extracted from the models and the model parameters
#Column	logMgas	(F4.1)	The tenth logarithm of the gas mass	[ucd=phys.mass]
#Column	Lstar	(F4.1)	Stellar luminosity	[ucd=phys.luminosity]
#Column	gamma	(F4.1)	Surface density profile power law index	[ucd=stat.param]
#Column	psi	(F4.1)	Flaring index vertical distribution	[ucd=stat.param]
#Column	hc	(F5.2)	Scale height at distance Rc	[ucd=stat.param]
#Column	Rc	(F5.1)	Critical radius surface density profile	[ucd=phys.angSize;src]
#Column	inc	(F4.1)	Inclination of the disk	[ucd=src.orbital.inclination]
#Column	L12COJ21	(F26.16)	Luminosity of the ^12^CO J=2-1 line	[ucd=phys.luminosity]
#Column	R12COJ21	(F20.15)	90% radius of the ^12^CO J=2-1 line	[ucd=phys.size.radius]
#Column	L12COJ32	(F26.16)	Luminosity of the ^12^CO J=3-2 line	[ucd=phys.luminosity]
#Column	R12COJ32	(F20.15)	90% radius of the ^12^CO J=3-2 line	[ucd=phys.size.radius]
#Column	L13COJ21	(F25.16)	Luminosity of the ^13^CO J=2-1 line	[ucd=phys.luminosity]
#Column	R13COJ21	(F20.15)	90% radius of the ^13^CO J=2-1 line	[ucd=phys.size.radius]
#Column	L13COJ32	(F26.16)	Luminosity of the ^13^CO J=3-2 line	[ucd=phys.luminosity]
#Column	R13COJ32	(F20.15)	90% radius of the ^13^CO J=3-2 line	[ucd=phys.size.radius]
#Column	LC18OJ21	(D23.16)	Luminosity of the C^18^O J=2-1 line	[ucd=phys.luminosity]
#Column	RC18OJ21	(F20.15)	90% radius of the C^18^O J=2-1 line	[ucd=phys.size.radius]
#Column	LC18OJ32	(D21.14)	Luminosity of the C^18^O J=3-2 line	[ucd=phys.luminosity]
#Column	RC18OJ32	(F20.15)	90% radius of the C^18^O J=3-2 line	[ucd=phys.size.radius]
#Column	LC17OJ21	(F24.16)	Luminosity of the C^17^O J=2-1 line	[ucd=phys.luminosity]
#Column	RC17OJ21	(F19.15)	90% radius of the C^17^O J=2-1 line	[ucd=phys.size.radius]
#Column	LC17OJ32	(D22.15)	Luminosity of the C^17^O J=3-2 line	[ucd=phys.luminosity]
#Column	RC17OJ32	(F19.15)	90% radius of the C^17^O J=3-2 line	[ucd=phys.size.radius]
#Column	L13C18OJ21	(D23.16)	Luminosity of the ^13^C^18^O J=2-1 line	[ucd=phys.luminosity]
#Column	R13C18OJ21	(F20.15)	90% radius of the ^13^C^18^O J=2-1 line	[ucd=phys.size.radius]
#Column	L13C18OJ32	(D22.15)	Luminosity of the ^13^C^18^O J=3-2 line	[ucd=phys.luminosity]
#Column	R13C18OJ32	(F19.15)	90% radius of the ^13^C^18^O J=3-2 line	[ucd=phys.size.radius]
#Column	L13C17OJ21	(D22.15)	Luminosity of the ^13^C^17^O J=2-1 line	[ucd=phys.luminosity]
#Column	R13C17OJ21	(F20.15)	90% radius of the ^13^C^17^O J=2-1 line	[ucd=phys.size.radius]
#Column	L13C17OJ32	(D21.14)	Luminosity of the ^13^C^17^O J=3-2 line	[ucd=phys.luminosity]
#Column	R13C17OJ32	(F19.15)	90% radius of the ^13^C^17^O J=3-2 line	[ucd=phys.size.radius]
logMgas;Lstar;gamma;psi;hc;Rc;inc;L12COJ21;R12COJ21;L12COJ32;R12COJ32;L13COJ21;R13COJ21;L13COJ32;R13COJ32;LC18OJ21;RC18OJ21;LC18OJ32;RC18OJ32;LC17OJ21;RC17OJ21;LC17OJ32;RC17OJ32;L13C18OJ21;R13C18OJ21;L13C18OJ32;R13C18OJ32;L13C17OJ21;R13C17OJ21;L13C17OJ32;R13C17OJ32
-3.5;20.0; 1.5; 0.2; 0.20; 60.0;70.0;  1935720.0018625725060701; 135.917407393739524;  4879144.1968837678432465; 146.391279641454361;  241264.4743502038472798; 101.203254889207898;   821182.2919744490645826; 103.519860605591660; 1.2077119126682324e+04;  28.317183481575643; 4.42241867457468e+04;  29.752320548604210;   4507.4343915462413861; 28.017761082043481; 1.733591535937373e+04; 28.206461132968890; 2.3774221103163973e+02;  44.635341732721528; 9.635488160872036e+02; 44.086819409773561; 8.432376842341013e+01;  44.928682506664423; 3.40304986680065e+02; 44.362109156210579
-3.5;20.0; 1.5; 0.2; 0.20;200.0;10.0;  2025033.3487708349712193; 165.716705710613894;  5327927.1501683788374066; 173.730803850915578;  206080.7314725116011687; 120.253327556532000;   692276.6133094602264464; 122.645352587978323; 9.0903012397170969e+03;  39.120198773740668; 3.26093096598609e+04;  45.429628858052176;   3577.3536769226570868; 31.078030508555297; 1.389122068553388e+04; 30.853039793216020; 2.0531266437086231e+02;  50.481390242576843; 8.505565814613739e+02; 47.747372881315634; 7.316156303847121e+01;  50.568433919621270; 3.02054524091913e+02; 47.752750233453732
-3.5;20.0; 1.5; 0.2; 0.20;200.0;40.0;  1960613.4420883804559708; 167.325017759729434;  5113857.8302477560937405; 177.035633656127459;  215250.7008433432783931; 119.164738627172682;   725162.3810615504626185; 121.804232107610801; 9.2463058874225844e+03;  37.396822230953283; 3.37913317386136e+04;  42.283905548268422;   3535.6856504478209899; 31.430249355063943; 1.383334586740969e+04; 30.438858285718595; 2.0176751062097080e+02;  51.014910210725091; 8.326074894896557e+02; 48.552419420171567; 7.189907643940917e+01;  51.092727012081966; 2.95580046586788e+02; 48.563877348847122
-3.5;20.0; 1.5; 0.2; 0.20;200.0;70.0;  1987561.2660843648482114; 170.297112188018446;  5077071.4369734702631831; 184.051549489505192;  223854.1039975493040401; 119.179260636965196;   769970.8227398830931634; 121.429713535500056; 8.5648019657858968e+03;  44.015790799290166; 3.15197818289277e+04;  48.516664780644120;   3197.5956855865788384; 39.597168998446463; 1.235389929495587e+04; 39.273666642012962; 1.8806450911596096e+02;  55.654698602244068; 7.635041080164348e+02; 54.069361449254885; 6.710166481367574e+01;  55.673516250536025; 2.71298040766644e+02; 54.038085856657048
-3.5;20.0; 1.5; 0.2; 0.40;  5.0;10.0;   569638.6363330733729526;  66.090668352602222;  1387912.0693015945143998;  68.033186604428138;  106622.8819925634743413;  46.471291255934780;   337633.1022393985185772;  48.041586353216616; 1.2449304960413356e+04;  21.054812204316697; 4.73579327280798e+04;  21.376833939131672;   4651.9888613687098768; 20.837456938726383; 1.894790895730890e+04; 20.954571382141658; 1.9265296922659880e+02;  27.687693275781832; 8.256061742224786e+02; 27.429618701403960; 6.708918904828998e+01;  27.961767355143241; 2.86741867972607e+02; 27.689083320108537
-3.5;20.0; 1.5; 0.2; 0.40;  5.0;40.0;  1225537.3266899224836379;  59.330856821715216;  2935703.2862205705605447;  61.866964489704223;  139630.3615327923907898;  44.611099581445529;   503954.8732920999755152;  44.846220796475173; 1.2886586107774065e+04;  21.210468697846778; 5.20861618577332e+04;  21.360313952473920;   4560.8304801190934086; 21.193644327660849; 1.892769306792167e+04; 21.256383991542108; 1.8535129932273031e+02;  27.899621327625045; 7.901678849097715e+02; 27.721014344689536; 6.449291907466174e+01;  28.145361859190320; 2.73929046267154e+02; 27.957102512740800
-3.5;20.0; 1.5; 0.2; 0.40;  5.0;70.0;  1657779.9403815579134971;  76.388598445908855;  4052142.1735476790927351;  81.250581571026515;  138877.0571236914838664;  57.299894311466559;   521677.3368297396809794;  58.135607221687913; 1.1518081999353471e+04;  28.452300720764740; 4.67499969670809e+04;  28.962997410791854;   4023.4331178990350963; 28.540212497452650; 1.657658288514544e+04; 28.919221420796820; 1.6195547075828517e+02;  37.203619954946006; 6.820747639745533e+02; 37.178221365436976; 5.292018376663854e+01;  38.152834650340182; 2.21823134406774e+02; 38.109788640861481
-3.5;20.0; 1.5; 0.2; 0.40; 10.0;10.0;   850311.4366508064558730;  86.932306407244809;  2065508.1988495918922126;  88.369431008068574;  146899.5968809597543441;  63.545574272104574;   466572.0011758249602281;  65.152110680890544; 1.3917295362871710e+04;  22.663139634311651; 5.26799921860185e+04;  23.252584299546665;   5239.5465714371694048; 22.477875820748849; 2.128122406412880e+04; 22.488676199309360; 2.3444748545024689e+02;  34.420291855288646; 1.000843349485646e+03; 33.663650150776675; 8.212185435057073e+01;  34.891594435136689; 3.49527034998254e+02; 33.873964526468328
-3.5;20.0; 1.5; 0.2; 0.40; 10.0;40.0;  1555771.6560941515490413;  81.217142545344672;  3721619.9351243241690099;  83.382718634767997;  187941.1929397156054620;  60.391310319432257;   668502.0203208163147792;  60.254549452209496; 1.4488864993395340e+04;  22.891611852372616; 5.81968282552877e+04;  22.998280098157800;   5170.5151889401504377; 22.926971087429440; 2.138973522853435e+04; 22.803722461110880; 2.2750281437109720e+02;  35.985870086127306; 9.663492860180220e+02; 35.112075555895359; 7.966251350914929e+01;  36.373551386524674; 3.37074301800507e+02; 35.498099279927814
-3.5;20.0; 1.5; 0.2; 0.40; 10.0;70.0;  2040723.6712597236037254;  98.243249168344420;  4927018.2032928913831711; 102.709606222300394;  187414.0668072534899693;  73.972812468306529;   690172.6627850757213309;  74.029119393413737; 1.2880680880951952e+04;  30.266034117263800; 5.17114870502921e+04;  30.527836101210625;   4535.1419195274356753; 30.382772005719527; 1.852179036643348e+04; 30.479709143693672; 2.0169352207619028e+02;  44.082638048655269; 8.424113344762930e+02; 43.455698912618310; 6.856577663408873e+01;  45.158686303699923; 2.84666911782353e+02; 44.559171893641611
-3.5;20.0; 1.5; 0.2; 0.40; 30.0;10.0;  1238827.8321099625900388; 110.325472209592519;  3133580.2884394694119692; 114.627724520340919;  185202.3661167450482026;  81.209244606094572;   601326.6047743229428306;  83.429762535871703; 1.4066082511127945e+04;  26.958666739063649; 5.33076060443120e+04;  27.356268431150220;   5297.0405159135934809; 26.515555439323808; 2.149498668376565e+04; 26.418421936509866; 2.4219320365621050e+02;  40.736489539409817; 1.030713187421432e+03; 39.381958577528962; 8.509820214454710e+01;  41.190941110735892; 3.60998653408634e+02; 39.701494163728732
-3.5;20.0; 1.5; 0.2; 0.40; 30.0;40.0;  1828370.8758407440036535; 101.977794306115442;  4535812.4518911736086011; 107.302444117776361;  226219.5742778184358031;  77.776988898981884;   798820.8308497449615970;  78.182940250696319; 1.4646465041041343e+04;  26.348442762954534; 5.84387238428899e+04;  26.370389062431386;   5259.0711208501643341; 26.295928885135680; 2.168907869624847e+04; 26.091641805344391; 2.3681713185837785e+02;  41.289953635517847; 1.002977758666641e+03; 39.896667795511469; 8.319102510297235e+01;  41.750114069743582; 3.51017011210322e+02; 40.358748152881738
-3.5;20.0; 1.5; 0.2; 0.40; 30.0;70.0;  2283505.2765775960870087; 114.249800902860400;  5627824.9961423864588141; 119.978966399394764;  227496.9248735807486810;  89.088855066996075;   828474.9325138565618545;  89.530315412875240; 1.3116179888510884e+04;  31.853955548196605; 5.21153913822773e+04;  31.977975836311700;   4643.3325059167609652; 31.916491295395787; 1.882380332024526e+04; 31.831635519877427; 2.1337851586594772e+02;  48.729607467836843; 8.862810877704684e+02; 47.599845556816838; 7.418099457617922e+01;  49.564184541579444; 3.06620326527333e+02; 48.450046870859630
-3.5;20.0; 1.5; 0.2; 0.40; 60.0;10.0;  1332181.1091707209125161; 117.511340296330360;  3446009.9904601080343127; 122.250046635053323;  187723.7391788079112303;  87.228654595055929;   618922.5148969620931894;  89.092176633551617; 1.1621462417471415e+04;  25.935058075036679; 4.41666025450766e+04;  26.470868967717948;   4386.6809668928499377; 25.443661202457463; 1.784002279184888e+04; 25.258161449697688; 2.0285194253477161e+02;  39.823474254428106; 8.647300808273818e+02; 38.148039514895927; 7.150378427104923e+01;  40.362955428199868; 3.03808434132162e+02; 38.532269099894044
-3.5;20.0; 1.5; 0.2; 0.40; 60.0;40.0;  1790776.0746912430040538; 111.025327221390924;  4552612.6094800978899002; 117.613621460362722;  221905.0855327413883060;  83.804308181388961;   783946.8258245099568740;  84.396166567057932; 1.2072108222643776e+04;  25.380698491995869; 4.81126063348762e+04;  25.418099074015515;   4359.6359418447082135; 25.383905666473083; 1.799028849385280e+04; 25.069498199339868; 1.9875214387598129e+02;  40.375044196176304; 8.431765459618555e+02; 38.848302063054533; 7.002195358684719e+01;  40.919061620315830; 2.95959983966999e+02; 39.164752866537476
-3.5;20.0; 1.5; 0.2; 0.40; 60.0;70.0;  2188130.7880812003277242; 118.134526236515839;  5501955.3530780198052526; 127.480305684113304;  224505.1829682075476740;  93.453955863456841;   817105.7380306429695338;  94.083643306624197; 1.0855131155898402e+04;  30.553675126978359; 4.30221510114022e+04;  30.682300529084795;   3865.7398180029917967; 30.708308482031871; 1.565483120683106e+04; 30.515066902152210; 1.8021601213741121e+02;  47.487372489787688; 7.491984076694505e+02; 45.718959650415883; 6.316575979314297e+01;  48.294512958810806; 2.61440922155228e+02; 46.535784310614638
-3.5;20.0; 1.5; 0.2; 0.40;200.0;10.0;  1547668.6902035432867706; 126.517292406674557;  4066738.7677348055876791; 136.107793857652268;  174585.2656359168177005;  97.401651750076596;   598799.9466690768022090;  99.710855910739767; 8.0835724186550660e+03;  26.682587798869172; 3.09491619482279e+04;  27.556940343312078;   3043.5695585115699942; 25.544574113472791; 1.242881268483925e+04; 24.875992692617405; 1.5372389990317478e+02;  45.765045180719007; 6.548745993899547e+02; 43.214638584424200; 5.454119062522563e+01;  46.082314146321465; 2.31588124289235e+02; 43.387771848871402
-3.5;20.0; 1.5; 0.2; 0.40;200.0;40.0;  1815351.0221559663768858; 124.594691296321798;  4709985.2324900729581714; 132.124985506648585;  195407.9402985482010990;  95.061156900157087;   699842.4941767099080607;  95.832520191133284; 8.3255136961147000e+03;  25.860017071732539; 3.31265458107198e+04;  25.877311784960384;   3021.7178224247563776; 25.647218614907203; 1.247964152773315e+04; 24.830931742737931; 1.5115251124023078e+02;  46.572820678221419; 6.411080019101961e+02; 43.861768689858586; 5.361849893426627e+01;  46.876291792602061; 2.26614109192959e+02; 44.043316107058153
-3.5;20.0; 1.5; 0.2; 0.40;200.0;70.0;  2145554.9595658355392516; 129.128325389371696;  5476573.7234664671123028; 138.779658174292621;  199008.9961507844855078; 102.038925634242318;   732888.0835521378321573; 102.407172542604087; 7.5752705074630576e+03;  31.534788117635987; 2.99830896101573e+04;  31.587431362007933;   2711.5215155377600240; 31.596582654772423; 1.098914325287443e+04; 30.805068281429847; 1.3960430614255577e+02;  52.964452401263664; 5.812465176276689e+02; 50.796099661704851; 4.950926737970262e+01;  53.208440945474834; 2.05276196748976e+02; 51.035657091043383
-3.5;50.0; 0.4; 0.1; 0.05;  5.0;10.0;    91043.4015998248360120;  21.004482624778461;   233615.2551829622534569;  20.984962096672145;   25723.3747650101613544;  17.652183233178789;    66417.6530057275958825;  18.658884639306489; 1.0291020207350250e+04;  15.658936927561705; 2.69359146724843e+04;  15.897823148091014;   5969.6671229516341555; 15.409513472203646; 1.716366309875281e+04; 15.641356612565716; 3.1227056087656536e+02;  15.341613300808691; 1.131214582759385e+03; 15.507080697578198; 1.087639566496474e+02;  15.363287168650135; 3.96026670271856e+02; 15.521052790509854
-3.5;50.0; 0.4; 0.1; 0.05;  5.0;40.0;    87662.8315173973096535;  20.912280815606969;   221791.9544496347953100;  20.927190896436770;   25935.9868990560971724;  17.267117764048372;    66238.5008276174194179;  18.407799054671287; 1.0075648705519860e+04;  15.390459599021789; 2.61275277696622e+04;  15.713814026571656;   5734.4463741147210385; 15.049038239111290; 1.652473763017675e+04; 15.369751610120206; 2.8912242189794250e+02;  14.986455933555694; 1.048592246578865e+03; 15.189962185125136; 1.005224145449033e+02;  15.018508753709623; 3.65885782874333e+02; 15.212745311384085
-3.5;50.0; 0.4; 0.1; 0.05;  5.0;70.0;    84902.1274918620474637;  22.668469503356697;   206564.3189158925088122;  22.923845666531044;   27012.1792837257853535;  21.677064655239665;    68517.4629804071882972;  21.854769525601728; 9.4048107440489366e+03;  21.086487431825446; 2.48168100957071e+04;  21.138626887637145;   4939.8450750040183266; 21.022866668818011; 1.475267673229318e+04; 21.053478547164040; 2.3108614443118023e+02;  21.054013691343737; 8.514281529429703e+02; 21.056073928831285; 8.020566573362080e+01;  21.060813517466272; 2.96121771003215e+02; 21.060552243433275
-3.5;50.0; 0.4; 0.1; 0.05; 10.0;10.0;   258847.7051628931949381;  34.295831224699747;   665687.5490702430251986;  34.090228271577175;   66589.8423491677676793;  28.594039522871896;   175020.4727633548609447;  29.895399655085960; 2.3273913044491881e+04;  21.810883983205159; 6.33240332044340e+04;  22.166141564878011;  12441.6942285844033904; 21.234715442156848; 3.832270499391529e+04; 21.584816319635021; 5.8894525860826502e+02;  21.800877143076331; 2.249532828746013e+03; 21.903759010085945; 2.062861953908981e+02;  21.865725318324333; 7.89461190147391e+02; 21.952225796333337
-3.5;50.0; 0.4; 0.1; 0.05; 10.0;40.0;   239724.7890712632797658;  35.007549331123208;   609117.0220793993212283;  34.908860626070705;   64681.6002096002848702;  27.906747325620330;   167691.4720855843916070;  28.996964937483110; 2.2282095595268340e+04;  21.801404294893800; 5.95240691793310e+04;  22.188610443870420;  11851.4629128409633267; 21.255031437312368; 3.617959002254019e+04; 21.626911989751761; 5.5904129371953411e+02;  21.929694140674808; 2.110755317088464e+03; 22.070406876752109; 1.957176538658712e+02;  22.001053043095315; 7.39834327560789e+02; 22.126954567089047
-3.5;50.0; 0.4; 0.1; 0.05; 10.0;70.0;   210400.6131187960854732;  37.710412822619631;   511886.2250820635235868;  37.842994451707646;   64049.9057227265002439;  31.400607006339538;   162384.5816603197308723;  32.956073252049620; 1.9776586650923931e+04;  24.282052092625133; 5.22828709253297e+04;  24.939400216224879;   9925.2743964777237125; 23.738458500756035; 3.028861244383820e+04; 24.293797250971590; 4.5688668391856510e+02;  25.304963118165023; 1.681069546768557e+03; 25.616002050192382; 1.598767929044344e+02;  25.427871187280047; 5.87877726324119e+02; 25.722371939159451
-3.5;50.0; 0.4; 0.1; 0.05; 30.0;10.0;  1063436.5913964859209955;  84.860253369551103;  2661893.4680109382607043;  84.626960419207350;  238788.0780842106905766;  65.681196149157898;   652420.4368572178063914;  67.648337603240265; 4.2600189448540819e+04;  40.827628324320450; 1.35642994190732e+05;  41.439481513853202;  18098.1105653262929991; 39.556434972016177; 6.455777320576569e+04; 39.382125571389793; 9.0205626006970601e+02;  49.320753116004582; 3.554220752292058e+03; 48.739269913195017; 3.212918500208993e+02;  49.412994516204250; 1.26154162420378e+03; 48.809677504240469
-3.5;50.0; 0.4; 0.1; 0.05; 30.0;40.0;   937401.4701546272262931;  85.335561868841012;  2342470.7310735266655684;  85.263777213450112;  221799.5764166746521369;  66.145937824395290;   601592.3669458240037784;  68.030538842659055; 4.0524890209848898e+04;  41.068836605750583; 1.26376479904063e+05;  41.796537540315576;  17594.4690195943476283; 39.640642176224709; 6.182864162074355e+04; 39.547605461519538; 8.9248526482791522e+02;  49.354512560072841; 3.500394355143705e+03; 48.818980889946793; 3.179717984017115e+02;  49.443858610318578; 1.24299734693734e+03; 48.885325979338489
-3.5;50.0; 0.4; 0.1; 0.05; 30.0;70.0;   734715.1026074094697833;  86.392713241966632;  1787414.9310373868793249;  86.732355979756178;  209408.8945394280017354;  67.855366650940098;   556718.3475888093234971;  70.663824896988430; 3.6154519024038178e+04;  43.277500836743883; 1.08845548248860e+05;  43.947551774821669;  16056.1289698993805359; 42.120245303722122; 5.448368993962410e+04; 42.137686763667411; 8.4574697495054102e+02;  52.457507764295130; 3.248620021149245e+03; 52.109993862094726; 3.013922084123737e+02;  52.549981038345706; 1.15356085537705e+03; 52.180294348944713
-3.5;50.0; 0.4; 0.1; 0.05; 60.0;10.0;  2277370.5039116442203522; 144.459898429533297;  5605642.4834639690816402; 143.867874015454646;  435766.1675614090054296; 112.500809372460736;  1259293.9161605350673199; 114.672104736963206; 2.2291275511545849e+04;  51.898863517534132; 8.16211043736109e+04;  51.907195514585382;   8307.4542181963752228; 51.234724478638313; 3.179555082822492e+04; 50.562201684438051; 7.6180131818554958e+02;  85.806505201225519; 2.975149558738226e+03; 84.076320282995255; 2.742611871878756e+02;  85.639918714635840; 1.06527943711877e+03; 83.848577803722264
-3.5;50.0; 0.4; 0.1; 0.05; 60.0;40.0;  1957392.6576766164507717; 144.961054410709977;  4810603.6343098552897573; 144.150641706810433;  402817.6983446140075102; 113.570372574572744;  1148397.2678191231098026; 115.905925529148874; 2.1743759718435384e+04;  52.314553845342360; 7.83292834687200e+04;  52.625189425428211;   8207.9686731726706057; 51.414373951694216; 3.116803284373062e+04; 50.762411117869824; 7.5921824958466652e+02;  85.671663637709173; 2.960386491682940e+03; 84.083416212717580; 2.733722011294639e+02;  85.498740895692265; 1.06028641579081e+03; 83.873216413165281
-3.5;50.0; 0.4; 0.1; 0.05; 60.0;70.0;  1407699.1751059293746948; 143.999275893144073;  3410450.0148257361724973; 143.799525271075964;  359795.6971360231400467; 115.855809200687247;  1007642.0669367139926180; 117.736454065220485; 2.0032162231255559e+04;  55.696182280757000; 6.91511528407277e+04;  56.348093921577266;   7822.2196929049978280; 54.747002341479330; 2.894291581344062e+04; 54.471624418476992; 7.4593663870654586e+02;  86.554942456385007; 2.886383715638846e+03; 84.942987105280267; 2.686828113746948e+02;  86.347128823842496; 1.03422288003708e+03; 84.779026430944796
-3.5;50.0; 0.4; 0.1; 0.05;200.0;10.0;  6821181.5151260513812304; 294.487636979866693; 16860131.6357875056564808; 298.879788706429395;  499888.0984758167178370; 263.502619735278813;  1800020.2264142385683954; 260.912689676613468; 4.0143101266898361e+03; 295.597051196025291; 1.52613920992444e+04; 292.693106950844822;   1433.3161074833528801;295.845911500133695; 5.413314087494559e+03;292.859261676696747; 1.1439080771628952e+02; 284.874881626594743; 4.444481819878839e+02;279.895476217540818; 4.081130653757723e+01; 285.220536265531450; 1.57614138472934e+02;280.097385244931843
-3.5;50.0; 0.4; 0.1; 0.05;200.0;40.0;  5763442.7036185674369335; 297.766669780240647; 14207877.3195524439215660; 303.201314980940822;  489879.0655824613641016; 264.578749431798315;  1738305.1113560236990452; 262.746864668978560; 4.0162246066184680e+03; 295.279397953948830; 1.52657843176722e+04; 292.503143650843072;   1434.1080962214293777;295.540739660411475; 5.415607943042843e+03;292.657927042832739; 1.1446815512098112e+02; 284.851447995566673; 4.446956843202070e+02;279.776596229806159; 4.083243107463957e+01; 285.196604230701098; 1.57687822730754e+02;279.984791112447624
-3.5;50.0; 0.4; 0.1; 0.05;200.0;70.0;  3720468.2990478188730776; 313.112837755094802;  9131237.6981707662343979; 324.418701035217509;  457137.3961506331106648; 267.435745831409804;  1555500.6208636919036508; 267.402290103244070; 4.0098269030541487e+03; 298.477910489242788; 1.52283755596302e+04; 295.358890178730007;   1432.1436196045301585;298.773918821493453; 5.404492199936099e+03;295.545853005963181; 1.1429450089328904e+02; 285.944649167203409; 4.436937843927763e+02;280.708157353324339; 4.078063207129200e+01; 286.342387837462923; 1.57360878095060e+02;280.924816473368651
-3.5;50.0; 0.4; 0.1; 0.20;  5.0;10.0;   123032.1021808493824210;  19.822365589027601;   309445.9176406021579169;  19.868640805720599;   35102.6456277576726279;  16.639701532603322;    92262.4968783222429920;  16.991770102489969; 1.1726794017206768e+04;  15.398139018389218; 3.47369619850518e+04;  15.592042329478502;   5329.9544406020995666; 15.305931226015607; 1.804147311842358e+04; 15.467857517611977; 2.1200107901588763e+02;  15.427635283584481; 8.305760697414338e+02; 15.550765508609429; 7.264467311936578e+01;  15.449384449841988; 2.84318807499560e+02; 15.572138062416885
-3.5;50.0; 0.4; 0.1; 0.20;  5.0;40.0;   199472.2823171757336240;  19.725707366330798;   477048.1791559911216609;  20.075474945255380;   53220.8402559972455492;  16.237546228537454;   143734.8866575275314972;  16.683842945228740; 1.3409547722081565e+04;  14.974513434451586; 4.34149579511251e+04;  15.213695270203839;   5356.6039862283578259; 14.929548201284229; 1.915055620834604e+04; 15.119979669376685; 1.9688873734333745e+02;  15.133536201835575; 7.711064134372559e+02; 15.291365429947696; 6.729329537871820e+01;  15.165446870579707; 2.62768736824044e+02; 15.323822973784690
-3.5;50.0; 0.4; 0.1; 0.20;  5.0;70.0;   274795.3768973990809172;  28.303615132150107;   660262.8177614839514717;  29.614573749406571;   58471.0932343592430698;  21.567874379785028;   170698.6017357361270115;  21.802210372424668; 1.1724576935599278e+04;  20.892630734133611; 4.07635500567266e+04;  20.861820980442506;   4421.8722688203943108; 20.882997786799109; 1.639955491089974e+04; 20.834362203243700; 1.5659435583490304e+02;  21.076800498367465; 6.184941440208066e+02; 21.051761814139827; 5.221512747250127e+01;  21.136746876907488; 2.04815927611211e+02; 21.120977049438800
-3.5;50.0; 0.4; 0.1; 0.20; 10.0;10.0;   307666.4280213054153137;  31.558002752749559;   788507.0630854961927980;  31.899325314107401;   86730.9741414315212751;  26.673191708072743;   233698.7852305526030250;  27.624431470933803; 2.5839768553347210e+04;  21.157444233920451; 8.17155101053028e+04;  21.583361059074825;  11234.6430961168880458; 20.797561796152728; 4.070009058979653e+04; 21.077349773300568; 4.3955201754013518e+02;  21.815198941965491; 1.810188709419952e+03; 21.892530151287986; 1.516120079572493e+02;  21.897845805515129; 6.23563377529025e+02; 21.967934018457228
-3.5;50.0; 0.4; 0.1; 0.20; 10.0;40.0;   449420.2264281783136539;  30.494082883685497;  1087904.9271964512299746;  31.208380715044768;  125590.1709395724610658;  25.502536612326377;   346800.0276171042351052;  26.524353947672523; 2.8621094433888400e+04;  21.071338197728867; 9.74328030923406e+04;  21.422908786855700;  11282.5275647543567175; 20.900620176565745; 4.228772774863968e+04; 21.141198989184801; 4.1902495962577518e+02;  22.102280399306689; 1.707646063524294e+03; 22.223789718673292; 1.442242482502630e+02;  22.196249284185026; 5.86078032799661e+02; 22.315007397924131
